,x,y,object_id,incident_id,date_time,year,street_name,cross_street,distance,junction_relation,total_injuries,total_fatalities,injury_severity,collision_manner,light_condition,weather,surface_condition,unit_type_1,age_1,gender_1,travel_direction_1,unit_action_1,violation_1,alcohol_use_1,drug_use_1,unit_type_2,age_2,gender_2,travel_direction_2,unit_action_2,violation_2,alcohol_use_2,drug_use_2,lat,long,date,month,day,time,hour,intersection,severity_class
10543,-111.96091,33.4219400000001,10544,2843940,2014-06-07 02:07:00,2014,University Dr,Priest Dr,5.0,Intersection Related Non Interchange,1,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Pedalcyclist,11,Male,South,Going Straight Ahead,Other,No Apparent Influence,No Apparent Influence,Driver,20,Male,West,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96091,2014-06-07,6.0,7.0,02:07:00,2.0,University Dr & Priest Dr,Minor
10556,-111.90911,33.4174800000001,10557,2846810,2014-06-08 11:25:00,2014,McClintock Dr,Don Carlos Ave,0.0,Intersection Non Interchange,0,0,No Injury,Single Vehicle,Dark Lighted,Clear,Dry,Driver,113,Unknown,East,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,,,,,,,,,33.41748,-111.90911,2014-06-08,6.0,8.0,11:25:00,11.0,McClintock Dr & Don Carlos Ave,None
10599,-111.92631,33.4220300000001,10600,2853204,2014-06-13 05:37:00,2014,University Dr,Rural Rd,0.0,Intersection Non Interchange,2,0,Possible Injury,Left Turn,Dark Lighted,Clear,Dry,Driver,20,Female,Northeast,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,18,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42203,-111.92631,2014-06-13,6.0,13.0,05:37:00,5.0,University Dr & Rural Rd,Minor
10604,-111.96348,33.3782400000001,10605,2847095,2014-06-13 21:07:00,2014,Baseline Rd,Priest Dr,-95.0,Intersection Related Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,23,Female,East,Making U Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,24,Male,South,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96348,2014-06-13,6.0,13.0,21:07:00,21.0,Baseline Rd & Priest Dr,None
10620,-111.89016,33.42202,10621,2853283,2014-06-14 09:50:00,2014,University Dr,Price Rd,45.0,Intersection Related Interchange,2,0,Non Incapacitating Injury,Rear End,Dark Lighted,Clear,Dry,Driver,113,Unknown,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,20,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89016,2014-06-14,6.0,14.0,09:50:00,9.0,University Dr & Price Rd,Minor
10624,-111.89031,33.42202,10625,2853321,2014-06-14 17:11:00,2014,Price Rd,University Dr,0.0,Intersection Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,40,Male,Northwest,Changing Lanes,Other,No Apparent Influence,No Apparent Influence,Driver,35,Female,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89031,2014-06-14,6.0,14.0,17:11:00,17.0,Price Rd & University Dr,None
10638,-111.92629,33.4288500000001,10639,2847383,2014-06-16 20:11:00,2014,Rural Rd,Rio Salado Pkwy,35.0,Intersection Related Non Interchange,1,0,Non Incapacitating Injury,Rear End,Daylight,Clear,Dry,Driver,22,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,41,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92629,2014-06-16,6.0,16.0,20:11:00,20.0,Rural Rd & Rio Salado Pkwy,Minor
10639,-111.96888,33.37827,10640,2847129,2014-06-16 23:13:00,2014,Baseline Rd,I-10 Exit 155 G-Ramp,-75.0,Intersection Related Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,20,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,51,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96888,2014-06-16,6.0,16.0,23:13:00,23.0,Baseline Rd & I-10 Exit 155 G-Ramp,Minor
10650,-111.93936,33.37821,10651,2853152,2014-06-17 17:24:00,2014,Baseline Rd,Mill Ave,0.0,Intersection Non Interchange,2,0,Possible Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,20,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,27,Female,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.93936,2014-06-17,6.0,17.0,17:24:00,17.0,Baseline Rd & Mill Ave,Minor
10651,-111.94597,33.3782,10652,2853649,2014-06-17 17:54:00,2014,Baseline Rd,Kyrene Rd,7.0,Intersection Related Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,58,Male,East,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,45,Female,East,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.3782,-111.94597,2014-06-17,6.0,17.0,17:54:00,17.0,Baseline Rd & Kyrene Rd,None
10652,-111.96967,33.3782600000001,10653,2853210,2014-06-17 22:16:00,2014,Baseline Rd,Wendler Dr,35.0,Intersection Related Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,44,Male,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,Driver,57,Female,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,33.37826,-111.96967,2014-06-17,6.0,17.0,22:16:00,22.0,Baseline Rd & Wendler Dr,None
10705,-111.9263,33.41682,10706,2853309,2014-06-23 19:32:00,2014,Rural Rd,Lemon St,-6.0,Intersection Related Non Interchange,1,0,Possible Injury,Left Turn,Daylight,Clear,Dry,Driver,20,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Pedalcyclist,25,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.41682,-111.9263,2014-06-23,6.0,23.0,19:32:00,19.0,Rural Rd & Lemon St,Minor
10717,-111.96317,33.3782400000001,10718,2873479,2014-06-25 05:01:00,2014,Baseline Rd,Priest Dr,0.0,Intersection Non Interchange,1,0,Non Incapacitating Injury,Rear End,Dark Lighted,Clear,Dry,Driver,50,Male,East,Making Left Turn,Inattention Distraction,No Apparent Influence,No Apparent Influence,Driver,21,Female,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96317,2014-06-25,6.0,25.0,05:01:00,5.0,Baseline Rd & Priest Dr,Minor
10752,-111.90907,33.4292600000001,10753,2853299,2014-06-27 14:53:00,2014,McClintock Dr,Rio Salado Pkwy,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,66,Female,South,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,44,Female,Northwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42926,-111.90907,2014-06-27,6.0,27.0,14:53:00,14.0,McClintock Dr & Rio Salado Pkwy,None
10766,-111.89195,33.4220100000001,10767,2853637,2014-06-28 17:41:00,2014,Price Rd,University Dr,0.0,Intersection Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,22,Female,South,Going Straight Ahead,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,62,Female,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201,-111.89195,2014-06-28,6.0,28.0,17:41:00,17.0,Price Rd & University Dr,None
10772,-111.89033,33.4074800000001,10773,2857979,2014-06-30 03:23:00,2014,Broadway Rd,Price Rd,0.0,Intersection Non Interchange,1,0,Possible Injury,Sideswipe Same Direction,Dark Lighted,Clear,Dry,Driver,17,Female,North,Going Straight Ahead,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,27,Female,Northwest,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.40748,-111.89033,2014-06-30,6.0,30.0,03:23:00,3.0,Broadway Rd & Price Rd,Minor
10810,-111.92631,33.4220300000001,10811,2857915,2014-07-06 03:46:00,2014,University Dr,Rural Rd,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Dark Lighted,Cloudy,Dry,Driver,28,Female,South,Making Left Turn,Unknown,No Apparent Influence,No Apparent Influence,Driver,29,Female,North,Going Straight Ahead,Unknown,No Apparent Influence,No Apparent Influence,33.42203,-111.92631,2014-07-06,7.0,6.0,03:46:00,3.0,University Dr & Rural Rd,None
10813,-111.96863,33.37827,10814,2850193,2014-07-07 05:07:00,2014,Baseline Rd,I-10 Exit 155 G-Ramp,0.0,Intersection Interchange,0,0,No Injury,Single Vehicle,Dark Lighted,Cloudy,Dry,Driver,21,Male,East,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,,,,,,,,,33.37827,-111.96863,2014-07-07,7.0,7.0,05:07:00,5.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
10833,-111.92629,33.4288500000001,10834,2860013,2014-07-09 03:21:00,2014,Rural Rd,Rio Salado Pkwy,16.0,Intersection Related Non Interchange,0,0,No Injury,ANGLE (Front To Side)(Other Than Left Turn),Dark Lighted,Clear,Dry,Driver,33,Male,North,Making Right Turn,Made Improper Turn,No Apparent Influence,No Apparent Influence,Driver,72,Female,North,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92629,2014-07-09,7.0,9.0,03:21:00,3.0,Rural Rd & Rio Salado Pkwy,None
10836,-111.96985,33.4093100000001,10837,2857892,2014-07-09 15:23:00,2014,Broadway Rd,52nd St,-100.0,Intersection Related Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,42,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,51,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40931,-111.96985,2014-07-09,7.0,9.0,15:23:00,15.0,Broadway Rd & 52nd St,Minor
10843,-111.89042,33.42202,10844,2864420,2014-07-10 21:52:00,2014,University Dr,Price Rd,-35.0,Intersection Non Interchange,0,0,No Injury,Sideswipe Same Direction,Daylight,Clear,Dry,Driver,37,Female,West,Going Straight Ahead,Disregarded Traffic Signal,No Apparent Influence,No Apparent Influence,Driver,25,Male,West,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.42202,-111.89042,2014-07-10,7.0,10.0,21:52:00,21.0,University Dr & Price Rd,None
10844,-111.97409,33.37821,10845,2861175,2014-07-10 23:50:00,2014,Baseline Rd,Calle Los Cerros,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,35,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,Driver,42,Male,East,Going Straight Ahead,Followed Too Closely,No Apparent Influence,No Apparent Influence,33.37821,-111.97409,2014-07-10,7.0,10.0,23:50:00,23.0,Baseline Rd & Calle Los Cerros,None
10854,-111.93913,33.37821,10855,2859990,2014-07-11 18:43:00,2014,Baseline Rd,Mill Ave,72.0,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,21,Male,East,Stopped In Trafficway,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,35,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.93913,2014-07-11,7.0,11.0,18:43:00,18.0,Baseline Rd & Mill Ave,None
10856,-111.97451,33.37821,10857,2860025,2014-07-11 23:01:00,2014,Baseline Rd,Calle Los Cerros,-130.0,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,18,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,25,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97451,2014-07-11,7.0,11.0,23:01:00,23.0,Baseline Rd & Calle Los Cerros,Minor
10863,-111.96317,33.3782400000001,10864,2859985,2014-07-13 19:49:00,2014,Baseline Rd,Priest Dr,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,57,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,Driver,66,Female,East,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37824,-111.96317,2014-07-13,7.0,13.0,19:49:00,19.0,Baseline Rd & Priest Dr,None
10873,-111.94417,33.3782200000001,10874,2860047,2014-07-14 23:49:00,2014,Baseline Rd,Kyrene Rd,-85.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Cloudy,Dry,Driver,26,Male,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,27,Female,West,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94417,2014-07-14,7.0,14.0,23:49:00,23.0,Baseline Rd & Kyrene Rd,None
10875,-111.94379,33.3782200000001,10876,2860072,2014-07-15 00:31:00,2014,Baseline Rd,Kyrene Rd,30.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Cloudy,Dry,Driver,25,Female,West,Slowing In Trafficway,Followed Too Closely,No Apparent Influence,No Apparent Influence,Driver,48,Female,West,Slowing In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.94379,2014-07-15,7.0,15.0,00:31:00,0.0,Baseline Rd & Kyrene Rd,None
10877,-111.92619,33.4075100000001,10878,2858968,2014-07-15 02:23:00,2014,Broadway Rd,Rural Rd,28.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Dusk,Clear,Dry,Driver,19,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,30,Male,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.40751,-111.92619,2014-07-15,7.0,15.0,02:23:00,2.0,Broadway Rd & Rural Rd,None
10894,-111.97011,33.37825,10895,2858921,2014-07-16 22:50:00,2014,Baseline Rd,Wendler Dr,-100.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,38,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,35,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37825,-111.97011,2014-07-16,7.0,16.0,22:50:00,22.0,Baseline Rd & Wendler Dr,None
10901,-111.92629,33.4288500000001,10902,2866833,2014-07-17 14:58:00,2014,Rural Rd,Rio Salado Pkwy,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Daylight,Clear,Dry,Driver,47,Female,North,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,29,Male,South,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92629,2014-07-17,7.0,17.0,14:58:00,14.0,Rural Rd & Rio Salado Pkwy,None
10908,-111.892,33.4095600000001,10909,2864411,2014-07-18 04:28:00,2014,Price Rd,Broadway Rd,750.0,Intersection Related Interchange,5,0,Possible Injury,Rear End,Dark Lighted,Clear,Dry,Driver,28,Female,South,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,27,Female,South,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40956,-111.892,2014-07-18,7.0,18.0,04:28:00,4.0,Price Rd & Broadway Rd,Minor
10925,-111.97203,33.3782200000001,10926,3020521,2014-07-19 21:34:00,2014,Baseline Rd,Pointe Pkwy,-10.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,37,Female,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,32,Female,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37822,-111.97203,2014-07-19,7.0,19.0,21:34:00,21.0,Baseline Rd & Pointe Pkwy,None
10936,-111.9263,33.4245000000001,10937,2864927,2014-07-21 03:19:00,2014,Rural Rd,6th St,0.0,Intersection Non Interchange,0,0,No Injury,Rear End,Dark Lighted,Clear,Dry,Driver,68,Female,Northeast,Making Left Turn,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,42,Female,Northeast,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.4245,-111.9263,2014-07-21,7.0,21.0,03:19:00,3.0,Rural Rd & 6th St,None
10941,-111.88903,33.40752,10942,2858985,2014-07-21 23:28:00,2014,Broadway Rd,Price Rd,400.0,Intersection Related Non Interchange,1,0,Possible Injury,Rear End,Daylight,Clear,Dry,Driver,22,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,19,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.40752,-111.88903,2014-07-21,7.0,21.0,23:28:00,23.0,Broadway Rd & Price Rd,Minor
10942,-111.89085,33.4220100000001,10943,2858984,2014-07-22 00:34:00,2014,University Dr,Price Rd,-165.0,Intersection Related Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,42,Female,West,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,23,Male,West,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.42201,-111.89085,2014-07-22,7.0,22.0,00:34:00,0.0,University Dr & Price Rd,None
10948,-111.97409,33.37821,10949,2858970,2014-07-22 17:02:00,2014,Baseline Rd,Calle Los Cerros,0.0,Intersection Non Interchange,3,0,Non Incapacitating Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Cloudy,Dry,Driver,33,Male,West,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,Driver,55,Female,South,Making Left Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.37821,-111.97409,2014-07-22,7.0,22.0,17:02:00,17.0,Baseline Rd & Calle Los Cerros,Minor
10961,-111.96092,33.4219400000001,10962,2864990,2014-07-24 00:53:00,2014,University Dr,Priest Dr,0.0,Intersection Non Interchange,5,0,Non Incapacitating Injury,ANGLE (Front To Side)(Other Than Left Turn),Daylight,Clear,Dry,Driver,58,Female,West,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,26,Female,East,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42194,-111.96092,2014-07-24,7.0,24.0,00:53:00,0.0,University Dr & Priest Dr,Minor
10963,-111.92629,33.4288500000001,10964,2864413,2014-07-24 02:52:00,2014,Rural Rd,Rio Salado Pkwy,0.0,Intersection Non Interchange,0,0,No Injury,Left Turn,Dark Lighted,Cloudy,Dry,Driver,23,Male,East,Making Left Turn,Failed To Yield Right Of Way,No Apparent Influence,No Apparent Influence,Driver,56,Male,North,Going Straight Ahead,No Improper Action,No Apparent Influence,No Apparent Influence,33.42885,-111.92629,2014-07-24,7.0,24.0,02:52:00,2.0,Rural Rd & Rio Salado Pkwy,None
10970,-111.9702,33.37825,10971,2862814,2014-07-24 04:30:00,2014,Baseline Rd,Wendler Dr,-127.0,Intersection Related Non Interchange,0,0,No Injury,Single Vehicle,Dark Lighted,Clear,Dry,Driver,55,Male,East,Going Straight Ahead,Speed To Fast For Conditions,Alcohol,No Apparent Influence,,,,,,,,,33.37825,-111.9702,2014-07-24,7.0,24.0,04:30:00,4.0,Baseline Rd & Wendler Dr,None
10972,-111.9263,33.4167600000001,10973,2859451,2014-07-24 15:49:00,2014,Rural Rd,Lemon St,-30.0,Intersection Non Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,59,Male,North,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,21,Male,North,Making Right Turn,No Improper Action,No Apparent Influence,No Apparent Influence,33.41676,-111.9263,2014-07-24,7.0,24.0,15:49:00,15.0,Rural Rd & Lemon St,None
10993,-111.96876,33.37827,10994,2861057,2014-07-28 18:44:00,2014,Baseline Rd,I-10 Exit 155 G-Ramp,-40.0,Intersection Related Interchange,0,0,No Injury,Rear End,Daylight,Clear,Dry,Driver,23,Male,East,Going Straight Ahead,Speed To Fast For Conditions,No Apparent Influence,No Apparent Influence,Driver,41,Male,East,Stopped In Trafficway,No Improper Action,No Apparent Influence,No Apparent Influence,33.37827,-111.96876,2014-07-28,7.0,28.0,18:44:00,18.0,Baseline Rd & I-10 Exit 155 G-Ramp,None
